Producto,CodigoOrigen,Codigo,Categoria,Proveedor,Deposito,Ubicacion,Cantidad,StockSeguridad
EQUIPO UV STERILIGHT S1Q,S1Q-PA,1922,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV STERILIGHT S24Q-PA,UV24,1623,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV STERILIGHT S2Q,S2Q-PA,1978,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV STERILIGHT S5Q,S5Q-PA,1964,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV STERILIGHT S5Q-PA,UV5,1908,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV STERILIGHT S8Q,S8Q-PA,1633,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV STERILIGHT SC-320,SC-320,1968,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV STERILIGHT SCM-740,UV,1649,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV STERILIGHT SP-950-H,SP-950-HO,1647,Equipos,Luminor,Anaya 2710,,15,10
"ESPIGA 1/4""",PI250810S,405,Equipos,Luminor,Anaya 2710,,15,10
ESPIGA TUBO-MANGUERA 1/2x1/2JG,PI251616S,353,Equipos,Luminor,Anaya 2710,,15,10
ESPIGA TUBO-MANGUERA 1/4x1/4JG,PI250808S,403,Equipos,Luminor,Anaya 2710,,15,10
ESPIGA TUBO-MANGUERA 3/8x1/2JG,PI2511612S,352,Equipos,Luminor,Anaya 2710,,15,10
ESPIGA TUBO-MANGUERA 3/8x1/4JG,PI251208S,406,Equipos,Luminor,Anaya 2710,,15,10
ESPIGA TUBO-MANGUERA 3/8x5/16J,PI251210S,351,Equipos,Luminor,Anaya 2710,,15,10
FAN / FILTRO 4IN CD,,117,Equipos,Luminor,Anaya 2710,,15,10
FICHA 3 EN LINEA 10A NEGRA,SCA0136,2698,Equipos,Luminor,Anaya 2710,,15,10
FICHA DERIVACION MODULAR/STANDAR + 2 MOD,BET2142,2705,Equipos,Luminor,Anaya 2710,,15,10
FICHA H. C/3 EN LINEA 10A NEGRA,SCA0140,2699,Equipos,Luminor,Anaya 2710,,15,10
FICHA INDUSTRIAL 380V,PCE1644,2763,Equipos,Luminor,Anaya 2710,,15,10
FICHA SHUKO BLANCA,SCA0158,2563,Equipos,Luminor,Anaya 2710,,15,10
FICHA SHUKO NEGRA,SCA0160,2562,Equipos,Luminor,Anaya 2710,,15,10
FILTER AG PLUS,A8023,1680,Equipos,Luminor,Anaya 2710,,15,10
FILTER OX,A8045,2949,Equipos,Luminor,Anaya 2710,,15,10
FILTER SAND.45-.55MM 100#BAG,A8071,1756,Equipos,Luminor,Anaya 2710,,15,10
FILTER TURBIDEX - ZEOLITA X BOLSA,A8025,1681,Equipos,Luminor,Anaya 2710,,15,10
FILTO DOMESTICO UF,,2433,Equipos,Luminor,Anaya 2710,,15,10
FILTRO 121,,1894,Equipos,Luminor,Anaya 2710,,15,10
FILTRO 12125,,2026,Equipos,Luminor,Anaya 2710,,15,10
FILTRO 131,,2043,Equipos,Luminor,Anaya 2710,,15,10
FILTRO 161,,2359,Equipos,Luminor,Anaya 2710,,15,10
FILTRO 16125,,2411,Equipos,Luminor,Anaya 2710,,15,10
FILTRO 211,,1745,Equipos,Luminor,Anaya 2710,,15,10
FILTRO 2115,,1753,Equipos,Luminor,Anaya 2710,,15,10
FILTRO 24125,,1830,Equipos,Luminor,Anaya 2710,,15,10
FILTRO 2415,,1873,Equipos,Luminor,Anaya 2710,,15,10
FILTRO 3 EN LINEA DOMESTICO,,137,Equipos,Luminor,Anaya 2710,,15,10
FILTRO 422,,1946,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO AGUA 10"" x 2,5"" 50 u",SP-10-50,1065,Equipos,Luminor,Anaya 2710,,15,10
FILTRO AGUA EMESSE 0.2u,MIMC02P03W116,1934,Equipos,Luminor,Anaya 2710,,15,10
FILTRO AGUA EMESSE 0.3U,MIMC3PO3E116,2148,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO AGUA HC 40""x2,5"" 1µ",MB0140000019,1892,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO AGUA HC 40""x2,5"" 5µ",MB0540000071,1891,Equipos,Luminor,Anaya 2710,,15,10
FILTRO ARENA,,1678,Equipos,Luminor,Anaya 2710,,15,10
FILTRO BACTERIOLOGICO 0.2uG,C80N2PTFEG020,1933,Equipos,Luminor,Anaya 2710,,15,10
FILTRO BIRM 7C8,,2085,Equipos,Luminor,Anaya 2710,,15,10
FILTRO BIRM 9D17,,2035,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO BLOQUE CARBON 20""X2,5""",BC-XL,1685,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO BLOQUE CARBON 20""X4,5""",BC-BB,1601,Equipos,Luminor,Anaya 2710,,15,10
FILTRO BLOQUE CARBON MATRIKX CR1,19-250-125-975,1807,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO CARBON BLOQUE 10X2,5 DOMESTICO",REPSIS142,9,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO CARBÓN GAC 10"" Standard",S7010S,1373,Equipos,Luminor,Anaya 2710,,15,10
FILTRO CONCENTR. OXIG. ATF,OXS320,1661,Equipos,Luminor,Anaya 2710,,15,10
FILTRO CONCENTRADOR ATF P/EQ 15C,OXS305,2864,Equipos,Luminor,Anaya 2710,,15,10
FILTRO CONCENTRADOR P/AEROUS 15,,2867,Equipos,Luminor,Anaya 2710,,15,10
FILTRO CONCENTRADOR P/AEROUS 8,OXU375,2866,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DE BIRM 2J2,,2400,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DE CARBON 1J14,,2078,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO DE CARBON 20""X4,5""_DOMESTICO 
",,1602,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DE CARBON 4A50,,2044,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DE DISCO,,1731,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DE DUCHA,289508,2592,Equipos,Luminor,Anaya 2710,,15,10
Filtro de malla lavable,,1269,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DE PARTICULA EN LINEA,39510053,118,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DE SEDIMENTOS FILTERMAX,723619,2447,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DE ZEOLITA 6A5,,2042,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DE ZEOLITA 8E10,,2242,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DOMESTICO CERAMICA  P/GRIFO,,58,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DOMESTICO DOBLE,UC2Q,1521,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DOMESTICO FT-91 LINE91,795511,2576,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DOMESTICO MEMBRANA UF P/GRIFO,REPLAMP42,42,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DOMESTICO TRIPLE,UC3Q,1522,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DOMESTICO TRIPLE BAJO MESADA KUF,,64,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DOMESTICO TRIPLE SOBRE MESADA KWF,,61,Equipos,Luminor,Anaya 2710,,15,10
FILTRO DSU,70-0232C,1746,Equipos,Luminor,Anaya 2710,,15,10
FILTRO ENTRADA PREP.AIRE OXS80,OXS350,1517,Equipos,Luminor,Anaya 2710,,15,10
FILTRO FT-82 (REC. P/ FT-LINE3,545950,2444,Equipos,Luminor,Anaya 2710,,15,10
FILTRO FT-83(REC. P/FT-LINE3),546750,2445,Equipos,Luminor,Anaya 2710,,15,10
FILTRO FT-91(REC. P/FT-LINE3),547552,2446,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HC DUAL 10""x4,5"" 25/01µ",DG25010988HC,1592,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HC DUAL 10""x4,5"" 25/05µ",DG25050988HC,1559,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HC DUAL 10""x4,5"" 50/25µ",DG50250988HC,1831,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HC DUAL 20""x4,5"" 25/01µ",DG25012000HC,1593,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HC DUAL 20""x4,5"" 25/05µ",DG25052000HC,1560,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HC DUAL 20""x4,5"" 50/25Á (6 C/CAJA)",DG50252000HC,2874,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 10""x2,5"" 1µ",MB0109880005,282,Insumos,Clack Corp.,Crocker 2652,,316,50
"FILTRO HIDROCURE 10""x2,5"" 25µ",MB2509880004,280,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 10""x2,5"" 50µ",MB5009880014,1688,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 10""x2,5"" 5µ",MB0509880006,283,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 20""x2,5"" 1µ",MB0120000029,284,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 20""x2,5"" 25µ",MB2520000008,286,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 20""x2,5"" 50µ",MB5020000072,287,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 20""x2,5"" 5µ",MB0520000009,285,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 30""x2,5"" 1µ",MB0130000023,1921,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 30""x2,5"" 25µ",MB2530000076,1920,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 30""x2,5"" 50µ",MB5030000258,1919,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 30""x2,5"" 5µ",MB0530000074,1896,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO HIDROCURE 40""x2,5""  25µ",MB2540000239,1548,Equipos,Luminor,Anaya 2710,,15,10
FILTRO MINERAL PARA OSMOSIS DOMESTICO,,267,Equipos,Luminor,Anaya 2710,,15,10
FILTRO MTM 9E18,,2456,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO PARA CALOR DE 2,5X20""",40040,443,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO PARA CALOR DE 2,5X40""",,442,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO PARTICULAS 10X2,5 1 MICRA DOMESTICO",,10,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO PARTICULAS 10X4,5 - 1 MICRA",,506,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO PARTÍCULAS 20X2,5 - 1 MICRA",,424,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO PARTICULAS 20X4,5 - 1 MICRA",,507,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO PARTICULAS 40X2,5 - 1 MICRA",,425,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO RECARGABLE 10"" x 2,5""",E-10,1622,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO RECARGABLE 10""x4,5""",E-JU,1938,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO RECARGABLE 20"" x 2,5""",E-XL,1897,Equipos,Luminor,Anaya 2710,,15,10
"FILTRO RECARGABLE 20"" x 4,5""",BB-JU,2147,Equipos,Luminor,Anaya 2710,,15,10
FILTRO/ABLANDADOR  09100T00,,2018,Equipos,Luminor,Anaya 2710,,15,10
FILTRO/ABLANDADOR  09100T14,,2019,Equipos,Luminor,Anaya 2710,,15,10
FILTRO/ABLANDADOR  12100T00,,2023,Equipos,Luminor,Anaya 2710,,15,10
FILTRO/ABLANDADOR  12100T18,,2033,Equipos,Luminor,Anaya 2710,,15,10
FILTRO/ABLANDADOR  13100T00,,2064,Equipos,Luminor,Anaya 2710,,15,10
FILTRO/ABLANDADOR  13100T18,,2065,Equipos,Luminor,Anaya 2710,,15,10
FILTRO/ABLANDADOR  14100T00,,2079,Equipos,Luminor,Anaya 2710,,15,10
FILTRO/ABLANDADOR  14100T18,,2080,Equipos,Luminor,Anaya 2710,,15,10
FILTRO/ABLANDADOR  16100T00,,2084,Equipos,Luminor,Anaya 2710,,15,10
FILTRO/ABLANDADOR  16100T18,,2096,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  16125T00,,2124,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  16125T18,,2127,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  18125T00,,2143,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  18125T24,,2152,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  18150T00,,2241,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  18150T24,,2244,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  21125T00,,2310,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  21125T24,,2395,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  21150T00,,1963,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  21150T24,,2422,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  24125T00,,1914,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  24125T24,,1957,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  24150T00,,2454,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR  24150T24,,2455,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR 30200T00,,2477,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR 30200T30,,2530,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR 36200T00,,2534,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR 36200T30,,2637,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTRO/ABLANDADOR 42200T00,,2757,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTROS Y UV SETERIL. S1Q-DWS,S1Q-DWS,1967,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTROS Y UV SETERIL. S2Q-DWS,S2Q-DWS,1965,Equipos,Clack Corp.,Anaya 2710,,15,10
FILTROS+ UV SETERIL SC320-DW22,SC320-DWS22,1966,Equipos,Clack Corp.,Anaya 2710,,15,10
FITTING DRENAJE 3/4,V3158-01,2679,Equipos,Clack Corp.,Anaya 2710,,15,10
FLETE,,111,Equipos,Clack Corp.,Anaya 2710,,15,10
FLINT 1/2X1/4,A8074,2607,Equipos,Clack Corp.,Anaya 2710,,15,10
FLINT 1/4X1/8,A8073,2606,Equipos,Clack Corp.,Anaya 2710,,15,10
FLINT 3/4 X 1/2,A8075,2604,Equipos,Clack Corp.,Anaya 2710,,15,10
FLOTADOR P/VALV. 474,H4640-32,1992,Equipos,Clack Corp.,Anaya 2710,,15,10
FLOWMETER 0-40 LPM B-W F-55750,F-55750L,1905,Equipos,Clack Corp.,Anaya 2710,,15,10
FLOWMETER 0.1-1 LPM B-W F-5525,F-55250L,1752,Equipos,Clack Corp.,Anaya 2710,,15,10
FLOWMETER 1-7 LPM B-W F55376,F55376,499,Equipos,Clack Corp.,Anaya 2710,,15,10
FLOWMETER 10-70 LPM B-W F-5520,F-55200L,1751,Equipos,Clack Corp.,Anaya 2710,,15,10
FLOWMETER 2-20 LPM B-W F55500,F55500,498,Equipos,Clack Corp.,Anaya 2710,,15,10
FLOWMETER 80 - 400 LPM SOLDABLE 75MM,FM-10-30,1631,Equipos,Clack Corp.,Anaya 2710,,15,10
"FLOWMETER ASM, PWHEEL. W/1,5"" TEE",WFP150,2878,Equipos,Clack Corp.,Anaya 2710,,15,10
"FLOWMETER IN LINE 20-60GPM 1.5"" NPT",FM-60PM,2863,Equipos,Clack Corp.,Anaya 2710,,15,10
FLOWMETER LPM B-W F-30250P,F30250P,2453,Equipos,Clack Corp.,Anaya 2710,,15,10
FLOWMETER MOD. RTH210PU2LH2,FLOWMETER,2115,Equipos,Clack Corp.,Anaya 2710,,15,10
"FLOWMETER PWHEEL W1"" TEE",WPF100,2899,Equipos,Clack Corp.,Anaya 2710,,15,10
"FLOWMETER PWHEEL W2"" TEE",WPF200,2900,Equipos,Clack Corp.,Anaya 2710,,15,10
FLOWMETER PWHEEL W3/4 TEE,WPF075,2898,Equipos,Clack Corp.,Anaya 2710,,15,10
"FLOWMETER ROSCA 2"" / 180 LPM",ACC,1630,Equipos,Clack Corp.,Anaya 2710,,15,10
FLOWSWITCH WALHEM 3FT,190997-03,2494,Equipos,Clack Corp.,Anaya 2710,,15,10
FLUJIMETRO DIGITAL RTH210,RTH210PU2LH2,3,Equipos,Clack Corp.,Anaya 2710,,15,10
FORMOL AL 40% 10lt.,0399261744001,329,Equipos,Clack Corp.,Anaya 2710,,15,10
FORMOLIZACION DE PRETR AGUA,,1034,Equipos,Clack Corp.,Anaya 2710,,15,10
FRASCO MUESTRA BACTERIOLOGICA,,2907,Equipos,Clack Corp.,Anaya 2710,,15,10
FUSSVENTIL PCB PROMINENT,7309,2072,Equipos,Clack Corp.,Anaya 2710,,15,10
GABINETE PARA ABLANDADOR CWS35,J2B35E,2655,Equipos,Clack Corp.,Anaya 2710,,15,10
GAFAS C/PATILLAS AJUST. DEPORTIVAS INCO.,TRU3232,2740,Equipos,Clack Corp.,Anaya 2710,,15,10
"GASKET, VENT/DRAIN, EPDM, MXM-ALL",,249,Equipos,Clack Corp.,Anaya 2710,,15,10
"GASKET, VENT/DRAIN, FKM, MXM-ALL",,248,Equipos,Clack Corp.,Anaya 2710,,15,10
GENERADOR DE OZONO CD10,CD1030,1085,Equipos,Clack Corp.,Anaya 2710,,15,10
GENERADOR DE OZONO CD10SS,CD1037,1998,Equipos,Clack Corp.,Anaya 2710,,15,10
GENERADOR DE OZONO CD12,CD1080,1084,Equipos,Clack Corp.,Anaya 2710,,15,10
GENERADOR DE OZONO CD20,P280,1618,Equipos,Clack Corp.,Anaya 2710,,15,10
GENERADOR OZONO CD12AD,CD1090,1787,Equipos,Clack Corp.,Anaya 2710,,15,10
GENERADOR OZONO CD30NX-Aerous,APX815L,2186,Equipos,Clack Corp.,Anaya 2710,,15,10
"GLAND, SS, HIGH TEMP/IN-LINE (PH/ORP)",102028,2852,Equipos,Clack Corp.,Anaya 2710,,15,10
"GRAMPA ABRAZADERA CON CUÑA 1""",,2833,Equipos,Clack Corp.,Anaya 2710,,15,10
GRAMPA ABRAZADERA CON CUÑA 3/4,,2834,Equipos,Clack Corp.,Anaya 2710,,15,10
"GRAMPA ABRAZADERA CUÑA 2""",DIS1930,2716,Equipos,Clack Corp.,Anaya 2710,,15,10
GRAMPA INOX 32 MM,VALPZO435,228,Equipos,Clack Corp.,Anaya 2710,,15,10
GRAMPA INOX 38 MM,,238,Equipos,Clack Corp.,Anaya 2710,,15,10
GRAMPA INOX 51 MM,,239,Equipos,Clack Corp.,Anaya 2710,,15,10
GRID 24 (4/5/6),H1080,1705,Equipos,Clack Corp.,Anaya 2710,,15,10
GRID 24 9-7/8,H1089,1706,Equipos,Clack Corp.,Anaya 2710,,15,10
GRID 3-1/2 (14x14),H1069-02,1850,Equipos,Clack Corp.,Anaya 2710,,15,10
GRID 30 4/5/6,H1032,1704,Equipos,Clack Corp.,Anaya 2710,,15,10
GRID 4 (14X14),H1069-01,2464,Equipos,Clack Corp.,Anaya 2710,,15,10
GRID 4 (18X36),H1085-01,432,Equipos,Clack Corp.,Anaya 2710,,15,10
GRID LEGS 30 9-7/8,H1087,1851,Equipos,Clack Corp.,Anaya 2710,,15,10
GRIFO GF-07,10478,390,Equipos,Clack Corp.,Anaya 2710,,15,10
GRIFO GF-08,10504,391,Equipos,Clack Corp.,Anaya 2710,,15,10
GRIFO GF-09,10504C,392,Equipos,Clack Corp.,Anaya 2710,,15,10
"GRIFO P/TANQUE 1""",,2426,Equipos,Clack Corp.,Anaya 2710,,15,10
GRIFO TANQUE A.P BR 3/4,42010002,2225,Equipos,Clack Corp.,Anaya 2710,,15,10
"GROOVELOCK CLAMP WS2 2"" 1/2",V3053,1904,Equipos,Clack Corp.,Anaya 2710,,15,10
GUARDAMOTOR 20A 220V,,17,Equipos,Clack Corp.,Anaya 2710,,15,10
HERRAMIENTA RUTOOL M1,137764-003,2346,Equipos,Clack Corp.,Anaya 2710,,15,10
HIPOCLORITO DE SODIO X LTS,,2376,Equipos,Clack Corp.,Anaya 2710,,15,10
HORA TECNICO,,2974,Equipos,Clack Corp.,Anaya 2710,,15,10
HORIMETRO,,2803,Equipos,Clack Corp.,Anaya 2710,,15,10
HOROMETRO,DIN1844,2556,Equipos,Clack Corp.,Anaya 2710,,15,10
HOUSING PH/ORP CON ATC PT 1000,102581,2908,Equipos,Clack Corp.,Anaya 2710,,15,10
IMPEDANCIA P/EQUIPO SANITIZADOR DE AMBIENTE,,2375,Equipos,Clack Corp.,Anaya 2710,,15,10
Impedancia p/UV Aquafine,3354,510,Equipos,Clack Corp.,Anaya 2710,,15,10
IMPEDANCIA PARA UV 12GPM,FG-OSM DP 5.2,448,Equipos,Clack Corp.,Anaya 2710,,15,10
IMPEDANCIA UV STER. BA-E36122,BA-E36122,1824,Equipos,Clack Corp.,Anaya 2710,,15,10
IMPEDANCIA UV STER. SPCICEHO,SPC-ICE-HO,1976,Equipos,Clack Corp.,Anaya 2710,,15,10
IMPEDANCIA UV STERIL. BA-ICE-S,BA-ICE-S,1350,Equipos,Clack Corp.,Anaya 2710,,15,10
IMPEDANCIA UV STERILIG. BAICEC,BA-ICE-C,1975,Equipos,Clack Corp.,Anaya 2710,,15,10
IMPELLER ETFE MDM2156 ECF/EKK,714600,2598,Equipos,Clack Corp.,Anaya 2710,,15,10
IMPREVISTOS,,2389,Equipos,Clack Corp.,Anaya 2710,,15,10
INGRESO DE MERCADERIA,,2307,Equipos,Clack Corp.,Anaya 2710,,15,10
INJ MANIFOLD-1.5 978,IM140,1951,Equipos,Clack Corp.,Anaya 2710,,15,10
INJ MANIFOLD-2 1583,IM346,1952,Equipos,Clack Corp.,Anaya 2710,,15,10
INJECTOR ASY WS1 B,V3010-1B,1397,Equipos,Clack Corp.,Anaya 2710,,15,10
INLINE GRAPHITE CONTACTING CONDUCTIVITY,W600-CT-AN,2855,Equipos,Clack Corp.,Anaya 2710,,15,10
INNENECK FUR KANAL OBO,7372,2500,Equipos,Clack Corp.,Anaya 2710,,15,10
INSTALACION,INST75421,1325,Equipos,Clack Corp.,Anaya 2710,,15,10
"INT, DIFERENCIAL BIP 25A 30MA",ABB1600,2704,Equipos,Clack Corp.,Anaya 2710,,15,10
INT. TERMOMAGNETICO BIP. 16 AMPS,ABB1216,2694,Equipos,Clack Corp.,Anaya 2710,,15,10
INT. TERMOMAGNETICO BIPOLAR 10 AMPS,ABB1310,2695,Equipos,Clack Corp.,Anaya 2710,,15,10
INT. TERMOMAGNETICO TETRAP 20A 10KA,ABB1420,2703,Equipos,Clack Corp.,Anaya 2710,,15,10
"INT. TERMOMAGNETICO TETRAP,. 10 AMPS",ABB1410,2696,Equipos,Clack Corp.,Anaya 2710,,15,10
INT. TERMOMAGNETICO TRIP. 16A 10KA,ABB1316,2702,Equipos,Clack Corp.,Anaya 2710,,15,10
INT. TERMOMAGNETICO UNIP. 6A 10KA,ABB1106,2701,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECCION HANSEN,,1026,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR A - NEGRO WS1,V3010-1A,1396,Equipos,Clack Corp.,Anaya 2710,,15,10
"INYECTOR A WS2 18""",V3010-2A,1566,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR AIRE W988,U1031,1916,Equipos,Clack Corp.,Anaya 2710,,15,10
"INYECTOR B WS2 21""",V3010-2B,1567,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR B-VIOLETA WS1.5/2L,V3010-15B,1836,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR C - VIOLETA,V3010-1C,1398,Equipos,Clack Corp.,Anaya 2710,,15,10
"INYECTOR C WS2 24""",V3010-2C,1568,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR C-ROJO WS1.5/2L,V3010-15C,1837,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR D - ROJO,V3010-1D,1399,Equipos,Clack Corp.,Anaya 2710,,15,10
"INYECTOR D WS2 30""",V3010-2D,1569,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR D-BLANCO WS1.5/2L,V3010-15D,1838,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR E - BLANCO,V3010-1E,1400,Equipos,Clack Corp.,Anaya 2710,,15,10
"INYECTOR E WS2 36""",V3010-2E,1570,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR E-AZUL WS1.5/2L,V3010-15E,1839,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR F - AZUL,V3010-1F,1401,Equipos,Clack Corp.,Anaya 2710,,15,10
"INYECTOR F WS2 42""",V3010-2F,1571,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR F-AMARILLO WS1.5,V3010-15F,1692,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR G - AMARILLO,V3010-1G,1402,Equipos,Clack Corp.,Anaya 2710,,15,10
"INYECTOR G WS2 48""",V3010-2G,1572,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR G- VERDE WS1.5,V3010-15G,1693,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR H - VERDE,V3010-1H,1403,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR H-NARANJA WS1.5,V3010-15H,1694,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR I - NARANJA,V3010-1I,422,Equipos,Clack Corp.,Anaya 2710,,15,10
"INYECTOR I GRIS _1.5_30""",,1724,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR J - AZUL CLARO,V3010-1J,1404,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR K - VERDE CLARO,V3010-1K,1405,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR WS1 SCREEN,V3177-01,1690,Equipos,Clack Corp.,Anaya 2710,,15,10
INYECTOR Z PLUG WS1,V3010-1Z,1691,Equipos,Clack Corp.,Anaya 2710,,15,10
JUNCTION BOX,190851,2854,Equipos,Clack Corp.,Anaya 2710,,15,10
JUNTA PVC 32/25MM,,463,Equipos,Clack Corp.,Anaya 2710,,15,10
JUNTA PVC 40/32MM,,368,Equipos,Clack Corp.,Anaya 2710,,15,10
JUNTA PVC 50/40MM,,367,Equipos,Clack Corp.,Anaya 2710,,15,10
KABELBUCHSE,438680,2501,Equipos,Clack Corp.,Anaya 2710,,15,10
KF115-1A HENEYWELL,,2510,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT  MANT EQ.OZONIZADOR CD10,ASP111B,1665,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT  MANT EQ.OZONIZADOR CD10AD,ASP110A,1512,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT  MANT EQ.OZONIZADOR CD12,ASP112,1666,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT AUTO BOMBA HIDROLAVADORA 12V,,2811,Equipos,Clack Corp.,Anaya 2710,,15,10
