Codigo;CodigoOrigen;Concepto;Categoria;Proveedor;Producto;StockActual;STOCK ANAYA 2710;Ubicaci�n Anaya;STOCK CROCKER;Ubicaci�n Crocker;STOCK JUANICO;Ubicaci�n Juanico;OBSERV.; EN VIAJE;StockSeguridad;Stock M�ximo;Diferencia;"Bajo de stock ""BAJO"""; PRECIO FOB ;DTO; FOB FILSA ; PRECIO FOB FAC ;% COSTO ESTIMADO; COSTO ESTIMADO ; COSTO REAL$ ; COSTO REAL USD ; COEF. ; PRECIO DE LISTA USD ;NCM - NOMENCLATURA
2718;FIE2606;MECHA WIDIA;Vac�o;MERCADO ELECTRICO;MECHA WIDIA STANDARD 6,0MM 15/64;0;;0;;;;;;;;;0;;;10%; -   ;;;;; USD -   ;1,3; USD -   ;
2719;FIE2608;MECHA WIDIA;Vac�o;MERCADO ELECTRICO;MECHA WIDIA STANDARD 8,0MM 5/16;0;;0;;;;;;;;;0;;;10%; -   ;;;;; USD -   ;1,3; USD -   ;
2720;LCT6114;TERMINAL TUGULAR;Vac�o;MERCADO ELECTRICO;TERMINAL TUGULAR HUECO 1MM ROJO CTN 1;0;;0;;;;;;;;;0;;0,6;10%;0,54;;;;$ 0,53; USD 0,01 ;1,3; USD 0,02 ;
2721;LCT6154;TERMINAL TUBULAR;Vac�o;MERCADO ELECTRICO;TERMINAL TUBULAR HUECO 2X1MM ROJO CTN 2;0;;0;;;;;;;;;0;;1,72;10%;1,55;;;;$ 1,55; USD 0,04 ;1,3; USD 0,05 ;
2722;LEM1214;CABLE CHAROLADO;Vac�o;MERCADO ELECTRICO;CABLE CHAROLADO/GOMA NEGRO 2X0,50MM;0;;0;;;;;;;;;0;;11,67;10%;10,5;;;;$ 10,51; USD 0,26 ;1,3; USD 0,34 ;
2723;MGI0422;CONDENSADOR ILUMINACION;Vac�o;MERCADO ELECTRICO;CONDENSADOR ILUMINACION EPCOS 30UF/250V;0;;0;;;;;;;;;0;;;10%; -   ;;;;; USD -   ;1,3; USD -   ;
2724;MIN0018;TRANSF. ELECTRON;Vac�o;MERCADO ELECTRICO;TRANSF. ELECTRON. ENCHUF 220-110 1600W;0;;0;;;;;;;;;0;;;10%; -   ;;;;; USD -   ;1,3; USD -   ;
2725;610496;TABLERO;TABLERO;DREGHAL;MINICONTACTOR 3P 12A 230VAC;0;;0;;;;;;;;;0;;11,28;0%;11,28;;;;; USD 11,28 ;1,3; USD 14,66 ;
2726;MOE4456;CONTACTOR 3P;Vac�o;MERCADO ELECTRICO;CONTACTOR 3P 1NA 9A AC3 22A AC1 230VAC;0;;0;;;;;;;;;0;;722,95;10%;650,66;;;;$ 650,66; USD 16,27 ;1,3; USD 21,15 ;
2727;MOE4516;CONTACTOR 3P;Vac�o;MERCADO ELECTRICO;CONTACTOR 3P 1NA 25A AC3 45A AC1 230VAC;0;;0;;;;;;;;;0;;;10%; -   ;;;;; USD -   ;1,3; USD -   ;
2728;638501;TABLERO;TABLERO;DREGHAL;RELE TERMICO 9A 12A PARA CONTACTOR;0;;0;;;;;;;;;0;;28,67;0%;28,67;;;;; USD 28,67 ;1,3; USD 37,27 ;
2729;NEO0380;CABLE UNIPOLAR;Vac�o;MERCADO ELECTRICO;CABLE UNIPOLAR BLANCO FUSTIXCF 1.00 MM;0;;0;;;;;;;;;0;;6,24;10%;5,62;;;;$ 5,62; USD 0,14 ;1,3; USD 0,18 ;
2730;NEO0381;CABLE UNIPOLAR;Vac�o;MERCADO ELECTRICO;CABLE UNIPOLAR CELESTE GUSTIX CF 1.00 MM;0;;0;;;;;;;;;0;;6,24;10%;5,62;;;;$ 5,62; USD 0,14 ;1,3; USD 0,18 ;
2731;NEO0382;CABLE UNIPOLAR;Vac�o;MERCADO ELECTRICO;CABLE UNIPOLAR MARRON FUSTIX CF 1.00 MM;0;;0;;;;;;;;;0;;6,24;10%;5,62;;;;$ 5,62; USD 0,14 ;1,3; USD 0,18 ;
2732;NEO0383;CABLE UNIPOLAR;Vac�o;MERCADO ELECTRICO;CABLE UNIPOLAR ROJO FUSTIX CF 1.00 MM;0;;0;;;;;;;;;0;;6,24;10%;5,62;;;;$ 5,62; USD 0,14 ;1,3; USD 0,18 ;
2733;NEO0384;CABLE UNIPOLAR;Vac�o;MERCADO ELECTRICO;CABLE UNIPOLAR NEGRO FUSTIX CF1.00 MM;0;;0;;;;;;;;;0;;6,24;10%;5,62;;;;$ 5,62; USD 0,14 ;1,3; USD 0,18 ;
2734;NEO0675;CABLE CU;Vac�o;MERCADO ELECTRICO;CABLE CU. FUSTIX R TIPO CHAROLADO 2X1,00MM;0;;0;;;;;;;;;0;;17,64;10%;15,88;;;;$ 17,64; USD 0,44 ;1,3; USD 0,57 ;
2735;NEO0685;CABLE CU;Vac�o;MERCADO ELECTRICO;CABLE CU. FUSTIX R TIPO CHAROLADO 3X1.00MM;0;;0;;;;;;;;;0;;205,77;10%;185,19;;;;$ 18,52; USD 0,46 ;1,3; USD 0,60 ;
2736;NEO0697;CABLE CU;Vac�o;MERCADO ELECTRICO;CABLE CU. FUSTIX TIPO CHAROLADO 4X2.00MM;0;;0;;;;;;;;;0;;;10%; -   ;;;;$ 20,00; USD 0,50 ;1,3; USD 0,65 ;
2737;NEO0708;CABLE CU;Vac�o;MERCADO ELECTRICO;CABLE CU FUSTIX R TIPO CHAROLADO 5X2,50MM;0;;0;;;;;;;;;0;;;10%; -   ;;;;$ 20,00; USD 0,50 ;1,3; USD 0,65 ;
2738;ROK2012;DUCTO PVC;Vac�o;MERCADO ELECTRICO;DUCTO PVC 20X10MM X 2MTS S/SEP C/ADHES BLANCO;0;;0;;;;;;;;;0;;;10%; -   ;;;;; USD 1,48 ;1,3; USD 1,93 ;
2739;SIE2500;SENSOR MAGNETICO;Vac�o;MERCADO ELECTRICO;SENSOR MAGNETICO PARA PUERTAS BLANCAS;0;;0;;;;;;;;;0;;123;10%;110,7;;;;$ 110,70; USD 2,77 ;1,3; USD 3,60 ;
2740;TRU3232;GAFAS C;Vac�o;MERCADO ELECTRICO;GAFAS C/PATILLAS AGUST. DEPORTIVAS INCOL LEDE ST;0;;0;;;;;;;;;0;;;10%; -   ;;;;; USD -   ;1,3; USD -   ;
2741;LEI9234;DUCTO PLAST;Vac�o;MERCADO ELECTRICO;DUCTO PLAST BLANCO 80X50MM X 2MTS;0;;0;;;;;;;;;0;;;10%; -   ;;;;; USD -   ;1,3; USD -   ;
2742;GE4218;CAJA CONDUCTIMETRO;Vac�o;FIVISA;CAJA CONDUCTIMETRO / ORP;0;;0;;;;;;;;;0;;;;;;;;; USD 8,10 ;; USD -   ;
2743;144205;CODO INOX;Vac�o;RUBEN APRAHAMIAN;"CODO INOX 1 Y 1/4""";0;;0;;;;;;;;;0;;;;;;;;; USD 5,94 ;1,3; USD 7,72 ;
2744;144225;REPUESTO TEE;Vac�o;ICENOR;TEE INOX 3/4;0;;0;;;;;;;;;0;; USD 4,44 ;0%; USD 4,44 ;;;;; USD 4,44 ;1,3; USD 5,77 ;
2745;144237;REPUESTO E;Vac�o;RUBEN APRAHAMIAN;"E/ROSCA INOX 3/4""";0;;0;;;;;;;;;0;;;;;;;;$ 222,80; USD 5,57 ;1,3; USD 7,24 ;
2746;144418;ENTREROSCA INOX;Vac�o;RUBEN APRAHAMIAN;"ENTREROSCA INOX 1 Y 1/4"" X 3/4";0;;0;;;;;;;;;0;;;;;;;;$ 504,40; USD 12,61 ;1,3; USD 16,39 ;
2747;144345;BUJE RED;Vac�o;RUBEN APRAHAMIAN;"BUJE RED INOX 1 Y 1/4 X 1""";0;;0;;;;;;;;;0;;;;;;;;$ 380,00; USD 9,50 ;1,3; USD 12,35 ;
2748;;VALVULA INOX;Vac�o;HIDRATOR;VALVULA INOX 1/4 PARA OZONO;0;;0;;;;;;;;;0;;;;;;;;$ 2.550,00; USD 88,79 ;; USD -   ;
2749;LCT5288;TERM ENCH;Vac�o;MERCADO ELECTRICO;TERM ENCH HEMBRA AZUL AISL 6,7MM ;0;;0;;;;;;;;;0;;3,73;10%;3,36;;;;$ 3,36; USD 0,08 ;1,3; USD 0,11 ;
2750;NEO0767;CABLE CU;Vac�o;MERCADO ELECTRICO;CABLE CU FUSTIX SUP PLAST FLEXIBLE GRIS 3X1 MM;0;;0;;;;;;;;;0;;26,88;10%;24,19;;;;$ 24,20; USD 0,61 ;1,3; USD 0,79 ;
2751;CON3132;SOPORTE 2 MOD;Vac�o;MERCADO ELECTRICO;SOPORTE 2 MOD P/RIEL DIN;0;;0;;;;;;;;;0;;196,05;10%;176,45;;;;$ 176,45; USD 4,41 ;1,3; USD 5,73 ;
2752;ROK0308;TABLERO EXT;Vac�o;MERCADO ELECTRICO;TABLERO EXT 7 MOD C/TAPA FUME IP55 PRE251;0;;0;;;;;;;;;0;;407,84;10%;367,06;;;;$ 367,06; USD 9,18 ;1,3; USD 11,93 ;
2753;CON2991;CAJA EXTERIOR;Vac�o;MERCADO ELECTRICO;CAJA EXTERIOR 6 MOD GRIS;0;;0;;;;;;;;;0;;391,12;10%;352,01;;;;$ 352,01; USD 8,80 ;1,3; USD 11,44 ;
2754;SFD-2860XP;REPUESTO MODULO;MEMBRANS UF;TRADEM LTDA;MODULO DE ULTRAFILTRACION ;0;;0;;;;;2;;2;4;4;BAJO;;;;1.884,00;;;$ 79.905,80; USD 1.997,65 ;; USD -   ;
2755;;CHASIS - OSMO;Vac�o;ALTIX;CHASIS OSMSOSIS PORTA MEMBRA 5 ELEMENTOS;0;;0;;;;;;;;;0;;;;;;;;$ 160.000,00; USD 4.000,00 ;; USD -   ;
2757;42200T00;EQ FILTRO / ABLANDADOR;ABLANDADOR;FILSA LTDA.;FILTRO / ABLANDADOR 42200T00;0;;0;;;;;;;;;0;;;;;;;;$ 155.655,40; USD 3.891,39 ;; USD 7.783,00 ;
2758;;OTROS;Vac�o;ALTIX;BASE BOMBA INOX EJ;0;;0;;;;;;;;;0;;19,7;0%;19,7;;;;$ 780,00; USD 19,50 ;1,3; USD 25,61 ;
2759;;OTROS;Vac�o;ALTIX;BASE BOMBA INOX EW;0;;0;;;;;;;;;0;;19,7;0%;19,7;;;;$ 780,00; USD 19,50 ;1,3; USD 25,61 ;
2760;;CHASIS - OSMO;ESTRUCTURA OSMOSIS;LABORDE;CHASIS EQUIPO OSMOSIS 4 A 8 MEMB;0;;0;;;;;;;;;0;;;;;;;;$ 90.000,00; USD 900,00 ;1,3; USD 1.170,00 ;
2761;;CHASIS - OSMO;ESTRUCTURA OSMOSIS;LABORDE;CHASIS EQUIPO OSMOSIS 1 A 3 MEMB;0;;0;;;;;;;;;0;;;;;;;;$ 80.000,00; USD 900,00 ;1,3; USD 1.170,00 ;
2762;PCE2044;TOMA CORRIENTE;Vac�o;MERCADO ELECTRICO;TOMA CORRIENTE INDUSTRIAL 380V;0;;0;;;;;;;;;0;;654,35;10%;588,92;;;;$ 588,92; USD 14,72 ;1,3; USD 19,14 ;
2763;PCE1644;REPUESTO FICHA;Vac�o;MERCADO ELECTRICO;FICHA INDUSTRIAL 380V;0;;0;;;;;;;;;0;;348,22;10%;313,4;;;;$ 313,40; USD 7,84 ;1,3; USD 10,19 ;
2764;V3097BSPT;VALVULA - NHW;ACC. VALVULAS CLACK;CLACK CORPORATION;"NO HARDWATER 1,5""";11;11;1-E-95;;;;;1-E-09-05;;6;12;1;; USD 450,00 ;0,32; USD 144,00 ;139;35,00%;194,4;$ 8.502,36; USD 212,56 ;1; USD 450,00 ;
2765;V3098BSPT;VALVULA - NHW;ACC. VALVULAS CLACK;CLACK CORPORATION;"NO HARDWATER 2""";9;9;1-E-95;;;;;1-E-09-05;;6;12;3;; USD 501,00 ;0,32; USD 160,32 ;156;35,00%;216,43;$ 10.240,00; USD 256,00 ;1; USD 501,00 ;
2766;A8009-14;MEDIO FILTRANTE;CARBON ACTIVADO;CLACK CORPORATION;CARB�N ACTIVADO CS-HAC;0;;0;;;;;;;;;;; USD 164,09 ;0,39; USD 64,00 ;41,46;35,00%;86,39;$ 2.209,20; USD 55,23 ;1,1; USD 180,50 ;
2767;DKSTSF3;ACCESORIOS;ACC. VALVULAS CLACK;CLACK CORPORATION;TOP BAFFIE 6 X 3 X 3;0;;0;;;;;;;0;0;0;; USD 244,77 ;0,39; USD 95,46 ;73,11;35,00%;128,87;$ 3.896,00; USD 97,40 ;1,35; USD 330,44 ;
2768;DKSHL36FBM3T;DIFUSORES;ACC TANQUES FIBRA;CLACK CORPORATION;"DISTRIBUIDOR 36""";0;;0;;;;;;;0;0;;; USD 618,25 ;0,39; USD 241,12 ;184,65;35,00%;325,51;$ 9.840,36; USD 246,01 ;1,45; USD 896,46 ;
2769;DKSHL24FBM3T;DIFUSORES;ACC TANQUES FIBRA;CLACK CORPORATION;"DISTRIBUIDOR 24""";0;;0;;;;;;;0;0;;; USD 559,90 ;0,39; USD 218,36 ;167,22;35,00%;294,79;$ 8.911,20; USD 222,78 ;1,45; USD 811,86 ;
2770;;ACCESORIOS;Vac�o;C.B.C LTDA;SOPORTE PARA FIBRA INOX PILETA LAVADO;0;;0;;;;;;;;;0;;1.500,00;0,00%;1.500,00;;;;$ 1.500,00; USD 37,50 ;1,1; USD 1.650,00 ;
2771;;ACCESORIOS;Vac�o;FILSA LTDA.;REGLETA METABISULFITO 50L;0;;0;;;;;;;;;0;;;;;;;;$ 100,00; USD 2,50 ;; USD -   ;
2772;;ACCESORIOS;Vac�o;FILSA LTDA.;REGLETA ANTI INCRUSTANTE 50L;0;;0;;;;;;;;;0;;;;;;;;$ 100,00; USD 2,50 ;; USD -   ;
2773;;ACCESORIOS;Vac�o;FILSA LTDA.;REGLETA HIPOCLORITO  50L;0;;0;;;;;;;;;0;;;;;;;;$ 100,00; USD 2,50 ;; USD -   ;
2774;;ACCESORIOS;Vac�o;FILSA LTDA.;REGLETA METABISULFITO 100L;0;;0;;;;;;;;;0;;;;;;;;$ 100,00; USD 2,50 ;; USD -   ;
2775;;ACCESORIOS;Vac�o;FILSA LTDA.;REGLETA ANTI INCRUSTANTE 100L;0;;0;;;;;;;;;0;;;;;;;;$ 100,00; USD 2,50 ;; USD -   ;
2776;;ACCESORIOS;Vac�o;FILSA LTDA.;REGLETA HIPOCLORITO 100L;0;;0;;;;;;;;;0;;;;;;;;$ 100,00; USD 2,50 ;; USD -   ;
2777;CON2815;MODULO INT;Vac�o;MERCADO ELECTRICO;MODULO INT. BIPOLAR 15A/250V;0;;0;;;;;;;;;0;;209,52;10%;188,57;;;;$ 188,57; USD 4,71 ;1,3; USD 6,13 ;
2778;144268;REPUESTO CUPLA;Vac�o;RUBEN APRAHAMIAN;CUPLA INOX 1/2;0;;0;;;;;;;;;0;; USD 1,86 ;0%; USD 1,86 ;;;;; USD 1,86 ;1,3; USD 2,42 ;
2779;144464;REPUESTO NIPLE;Vac�o;RUBEN APRAHAMIAN;NIPLE INOX 1/2;0;;0;;;;;;;;;0;;;;;;;;$ 198,40; USD 4,96 ;1,3; USD 6,45 ;
2780;144335;BUJE REDUCTOR;Vac�o;RUBEN APRAHAMIAN;BUJE REDUCTOR INOX 3/4 X 1/2;0;;0;;;;;;;;;0;; USD 1,49 ;0%; USD 1,49 ;;;;; USD 1,49 ;1,3; USD 1,94 ;
2781;144328;BUJE REDUCTOR;Vac�o;RUBEN APRAHAMIAN;BUJE REDUCTOR INOX 1/2 X 1/4;0;;0;;;;;;;;;0;;0,87;0%;0,87;0,87;;;$ 111,60; USD 2,79 ;1,3; USD 1,22 ;
2782;;BUJE REDUCTOR;Vac�o;;BUJE REDUCTOR 3/4 X 1/2 PPL;0;;0;;;;;;;;;0;;;;;;;;$ 157,20; USD 3,93 ;1,3; USD 5,11 ;
2783;CA�O BLANCO 50MM GRUESO;ABLANDADOR;ACC CA�ERIA PVC;MARCOS BRANDA;CA�O PVC 50 MM;0;;0;;;;;;;;;0;;;;;;;;$ 390,00; USD 11,30 ;2; USD 22,60 ;
2784;;CA�O PVC;Vac�o;;CA�O PVC 40 MM (METRO);0;;0;;;;;;;;;0;;;;;;;;; USD 4,20 ;1,2; USD -   ;
2785;144460;NIPLE INOX;Vac�o;RUBEN APRAHAMIAN;NIPLE INOX ROSCADO 1/4 X 40 MM;0;;0;;;;;;;;;0;;;;;;;;$ 101,60; USD 2,54 ;1,3; USD 3,30 ;
2786;DEG0106;BORNE PC;Vac�o;MERCADO ELECTRICO;BORNE PC 6 MM PC6-01P-11;0;;0;;;;;;;;;0;;26,17;10%;23,55;;;;$ 23,56; USD 0,59 ;1,3; USD 0,77 ;
2787;LEI6402;PRENSAESTOPA 3-6,5MM;Vac�o;MERCADO ELECTRICO;PRENSAESTOPA 3-6,5MM LARG ROSCA 8MM;0;;0;;;;;;;;;0;;5,9;10%;5,31;;;;$ 5,31; USD 0,13 ;1,3; USD 0,17 ;
2788;LEI6404;PRENSAESTOPA 4-8MM;Vac�o;MERCADO ELECTRICO;PRENSAESTOPA 4-8MM LARG ROSCA 8MM;0;;0;;;;;;;;;0;;7,67;10%;6,9;;;;$ 6,91; USD 0,17 ;1,3; USD 0,22 ;
2789;LEI6406;PRENSAESTOPA 5-10MM;Vac�o;MERCADO ELECTRICO;PRENSAESTOPA 5-10MM LARG ROSCA 8MM;0;;0;;;;;;;;;0;;9,3;10%;8,37;;;;$ 8,37; USD 0,21 ;1,3; USD 0,27 ;
2790;;RIEL DE;Vac�o;;RIEL DE 30CM P/PORTATIL;0;;0;;;;;;;;;0;;;;;;;;; USD 1,80 ;1,3; USD 2,34 ;
2791;;DUCTO ACANALADO;Vac�o;;DUCTO ACANALADO 25 X 30;0;;0;;;;;;;;;0;;;;;;;;$ 400,00; USD 10,00 ;1,3; USD 13,00 ;
2792;;TERMINALES DE;Vac�o;;TERMINALES DE CABLE 1MM;0;;0;;;;;;;;;0;;;;;;;;$ 300,00; USD 7,50 ;1,3; USD 9,75 ;
2793;;TERMINALES DE;Vac�o;;TERMINALES DE CABLE 2MM;0;;0;;;;;;;;;0;;;;;;;;$ 300,00; USD 7,50 ;1,3; USD 9,75 ;
2794;827997;TABLERO;TABLERO;DREGHAL;BORNERA 4MM;0;;0;;;;;;;;;0;;0,81;0,00E+00;0,81;;;;; USD 1,23 ;1,3; USD 1,05 ;
2795;;OSMOSIS;Vac�o;;VINILO PARA OSMOSIS PORTATIL;0;;0;;;;;;;;;0;;;;;;;;$ 250,00; USD 6,25 ;; USD -   ;
2796;RCR14;REPUESTO CODO;Vac�o;ICENOR;CODO INOX 1/4;0;;0;;;;;;;;;0;;0,93;0%;0,93;;;;$ 55,60; USD 1,39 ;1,3; USD 1,81 ;
2797;;"ENTREROSCA 1"" X";Vac�o;;"ENTREROSCA 1"" X1/2 PPL";0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2798;;ENTREROSCA 1/4 X;Vac�o;;ENTREROSCA 1/4 X 1/2 PPL;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2799;;REPUESTO TAPON;Vac�o;;TAPON TEFFEN 1/2;0;;0;;;;;;;;;0;;;;;;;;$ 40,00; USD 1,00 ;1,3; USD 1,30 ;
2800;;OSMOSIS;Vac�o;;PATINES/SOPORTE INOX P/PORTATIL;0;;0;;;;;;;;;0;;;;;;;;$ 600,00; USD 15,00 ;1,3; USD 19,50 ;
2801;;REPUESTO RUEDAS;Vac�o;MOVIALEX SA;RUEDAS P/OSMOSIS PORTATIL;0;;0;;;;;;;;;0;;;;;;;;$ 260,00; USD 7,47 ;1,3; USD 9,71 ;
2802;;ABRAZADERA INOX;Vac�o;;ABRAZADERA INOX 15CM P/CARCASA MEMB (102-121);0;;0;;;;;;;;;0;;;;;;;;; USD 2,83 ;1,3; USD 3,68 ;
2803;DIN1844;REPUESTO HORIMETRO;Vac�o;MERCADO ELECTRICO;HORIMETRO;0;;0;;;;;;;;;0;;608,85;10%;547,97;;;;$ 547,97; USD 13,70 ;1,3; USD 17,81 ;
2804;;OSMOSIS;Vac�o;;TOPE DE COGMA (PATINES/PORTATIL);0;;0;;;;;;;;;0;;;;;;;;$ 50,00; USD 1,25 ;1,3; USD 1,63 ;
2805;;"BUJE 1"" A";Vac�o;;"BUJE 1"" A 1/2 PPL";0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2806;;ENTREROSCA 3/4 x;Vac�o;;ENTREROSCA 3/4 x 1/2 PPL;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2807;;BUJE C;Vac�o;;BUJE C/ROSCA 3/4 PPL;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2808;;PASA CABLE;Vac�o;;PASA CABLE PG 11;0;;0;;;;;;;;;0;;;;;;;;$ 250,00; USD 6,25 ;1,3; USD 8,13 ;
2809;;PASA CABLE;Vac�o;;PASA CABLE PG 13;0;;0;;;;;;;;;0;;;;;;;;$ 250,00; USD 6,25 ;1,3; USD 8,13 ;
2810;;OSMOSIS;Vac�o;;DUCTO RANURADO 25 X 30;0;;0;;;;;;;;;0;;;;;;;;$ 382,63; USD 3,70 ;1,3; USD 4,81 ;
2811;SFWPI-045-070-41;ACCESORIOS;KIT DE BOMBA;SEAFLO;KIT AUTO BOMBA HIDROLAVADORA 12V;8;8;0;;;;;;;;;;; USD 53,00 ;0%; USD 53,00 ;53;48%;78,44;$ 3.040,00; USD 76,00 ;; USD 132,00 ;
2812;STE0136;TABLERO ELECTRICO;Vac�o;MERCADO ELECTRICO;TABLERO ELECTRICO PVC P7PORTATIL 300X220X120;0;;0;;;;;1;;;;0;;425,14;10%;382,63;;;;$ 382,63; USD 9,57 ;1,3; USD 12,44 ;
2813;593125;TABLERO;TABLERO;DREGHAL;CONTACTOR 3P 16A;0;;1-F-09-01;;;;;;;;;0;;27,06;0%;27,06;;;;$ 1.082,40; USD 27,06 ;1,3; USD 35,18 ;
2814;SFSPI-G280-02A;ACCESORIOS;BOMBA DIAFRAGMA;SEAFLO;BOMBA SUMERGIBLE + CHICOTE (LIQUIDOS);19;19;F;;;;;1-H-01-01;;;;;; USD 13,89 ;0%; USD 13,89 ;13,89;48%;20,56;$ 800,00; USD 20,00 ;; USD 50,00 ;
2815;;REPUESTO MANGUERA;ACC CA�ERIA PVC;MARCOS BRANDA;"MANGUERA CRISTAL 1""";0;;0;;;;;;;;;0;;;;;;;;$ 67,21; USD 2,33 ;; USD -   ;
2816;829270;TABLERO;TABLERO;DREGHAL;MINI RELE 230V DOBLE CONTACTO;0;;0;;;;;;;;;0;;12,94;0%;12,94;;;;; USD 9,34 ;1,3; USD 16,82 ;
2817;;VALVULA UNIDIRECCIONAL;Vac�o;BAKO S.A.;"VALVULA UNIDIRECCIONAL 1,1/2"" INOX";0;;0;;;;;;;;;0;;;5%;;;;;$ 1.878,40; USD 46,96 ;1,3; USD 61,05 ;
2818;;VALVULA DE;Vac�o;BAKO S.A.;VALVULA DE ALIVIO 1/2 ;0;;0;;;;;;;;;0;;;5%;;;;;$ 1.278,80; USD 31,97 ;1,3; USD 41,56 ;
2819;;VALVULA UNIDIRECCIONAL;Vac�o;BAKO S.A.;"VALVULA UNIDIRECCIONAL 1"" INOX";0;;0;;;;;;;;;0;;;5%;;;;;$ 884,00; USD 22,10 ;1,3; USD 28,73 ;
2820;;VALVULA ESFERICA;Vac�o;BAKO S.A.;"VALVULA ESFERICA 1/4"" INOX";0;;1-E13-02;;;;;;;;;0;;;5%;;;;;$ 628,80; USD 15,72 ;1,3; USD 20,44 ;
2821;WEL-MVF-12;SENSOR;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;ELECTRODO ORP CON ATC COMPLETO EN LINEA;3;3;1-E-13-02;;;;;1-E13-02;;2;4;1;; USD 508,00 ;45%;279,4;266,28;30%;363,22;$ 13.040,00; USD 326,00 ;1,05; USD 533,40 ;
2822;WEL-PHF-NN;SENSOR;ACC CONTROLADORES;WALCHEM IWAKI AMERICA INC;ELECTRODO PH;13;13;1-E-13-01;;;;;1-E13-01;;2;4;0;; USD 185,00 ;45%;101,75;93,5;30%;132,28;$ 5.280,00; USD 132,00 ;1,2; USD 222,00 ;
2823;PSEI0428E;CONECTOR TUBO;ACC CA�ERIA JG;JOHN GUEST;"CONECTOR TUBO TUBO 3/4"" (POLISULFONA)";120;120;1-G-01-03;;;;;1-G-01-03;;50;150;30;;9,68;0,36;3,48;3,13;40%;4,88;$ 184,84; USD 4,62 ;1,3; USD 12,58 ;
2824;PSEI0328E;UNION CODO;ACC CA�ERIA JG;JOHN GUEST;"UNION CODO TUBO TUBO 3/4"" (POLISULFONA)";105;105;1-G-01-03;;;;;1-G-01-03;;50;150;45;;14;0,36;5,04;3,53;40%;7,06;$ 320,00; USD 8,00 ;1,3; USD 18,20 ;
2825;PSEI0228E;UNION TE;ACC CA�ERIA JG;JOHN GUEST;"UNION TE 3/4"" (POLISULFONA)";129;129;1-G-01-03;;;;;1-G-01-03;;50;150;21;;19;0,36;6,84;4,77;40%;9,58;$ 400,00; USD 10,00 ;1,3; USD 24,70 ;
2826;PSEI532828E;UNION TE;ACC CA�ERIA JG;JOHN GUEST;"UNION TE 3/4"" C/TUBO (POLISULFONA)";120;120;1-G-01-03;;;;;1-G-01-03;;50;150;30;;18,5;0,36;6,66;4,64;40%;9,32;$ 280,00; USD 7,00 ;1,3; USD 24,05 ;
2827;PSEI012826E;CONECTOR TUBO;ACC CA�ERIA JG;JOHN GUEST;"CONECTOR TUBO - ROSCA 3/4"" - 3/4"" (POLISULFONA)";50;50;1-G-02-03;;;;;1-G-01-03;;50;150;100;;8,68;0,37;3,19;2,86;40%;4,46;$ 168,92; USD 4,22 ;1,3; USD 11,28 ;
2828;D7180-09;DIFUSORES - TANQUE;ACC TANQUES FIBRA;CLACK CORPORATION;TMHL 30 / VELA DIF INF WS2 30X72 - 50mm;0;;1-D-03-04;;;;;1-D-03-04;;10;15;15;BAJO; USD 82,80 ;0,39; USD 32,29 ;27,53;35,00%;43,59;$ 2.209,92; USD 55,25 ;1,45; USD 120,06 ;
2829;D7181-09;DIFUSORES - TANQUE;ACC TANQUES FIBRA;CLACK CORPORATION;TMHL 36 / VELA DIF INF WS2 36X72 - 50mm;3;3;1-D-03-04;;;;;1-D-02-02;;10;15;12;BAJO; USD 85,00 ;0,39; USD 33,15 ;28,18;35,00%;44,75;$ 2.262,68; USD 56,57 ;1,45; USD 123,25 ;
2830;A1250750;TUBO 3/4 PEX;ACC CA�ERIA PEX;SUPPLY HOUSE;TUBO 3/4 PEX (300FT/90M) X METRO;0;;0;;;;;;;90;180;180;BAJO;400,92;0%;400,92;;;;; USD 550,00 ;3,2; USD 1.282,94 ;
2831;FIN0854;REPUESTO RELE;Vac�o;MERCADO ELECTRICO;RELE 2NA/NC 24VAC;0;;0;;;;;;;;;0;;269,6;10%;242,64;;;;$ 242,64; USD 6,07 ;1,3; USD 7,89 ;
2832;FIN1012;REPUESTO RELE;Vac�o;MERCADO ELECTRICO;RELE 2NA/NC 12VDC;0;;0;;;;;;;;;0;;206,64;10%;185,98;;;;$ 185,98; USD 4,65 ;1,3; USD 6,04 ;
2833;;GRAMPA ABRAZADERA;Vac�o;MERCADO ELECTRICO;"GRAMPA ABRAZADERA CON CU�A 1""";0;;0;;;;;;;;;0;;;10%; -   ;;;;$ 30,00; USD 0,75 ;1,3; USD 0,98 ;
2834;;GRAMPA ABRAZADERA;Vac�o;MERCADO ELECTRICO;GRAMPA ABRAZADERA CON CU�A 3/4;0;;0;;;;;;;;;0;;;10%; -   ;;;;; USD -   ;1,3; USD -   ;
2835;638528;TABLERO;TABLERO;DREGHAL;RELE TERMICO 12A / 16A P/CONTACTOR;0;;0;;;;;;;;;0;;31,47;0%;31,47;;;;; USD 25,42 ;1,3; USD 40,91 ;
